time_epoch,time,temp_c,temp_f,is_day,condition,wind_mph,wind_kph,wind_degree,wind_dir,pressure_mb,pressure_in,precip_mm,precip_in,humidity,cloud,feelslike_c,feelslike_f,windchill_c,windchill_f,heatindex_c,heatindex_f,dewpoint_c,dewpoint_f,will_it_rain,chance_of_rain,will_it_snow,chance_of_snow,vis_km,vis_miles,gust_mph,gust_kph,city
1637474400,2021-11-21 01:00,2.8,37.1,0,"{'text': 'Possibilidade de chuva irregular', 'icon': '//cdn.weatherapi.com/weather/64x64/night/122.png', 'code': 1009}",5.4,8.8,169,S,1026.0,30.29,0.0,0.0,65,100,0.4,32.7,0.4,32.7,2.8,37.1,-3.1,26.4,0,3,0,0,10.0,6.0,9.3,15.0,Montreal
1637478000,2021-11-21 02:00,2.8,37.0,0,"{'text': 'Possibilidade de chuva irregular', 'icon': '//cdn.weatherapi.com/weather/64x64/night/122.png', 'code': 1009}",5.1,8.2,173,S,1026.0,30.29,0.0,0.0,66,100,0.5,32.9,0.5,32.9,2.8,37.0,-2.9,26.8,0,3,0,0,10.0,6.0,8.8,14.2,Montreal
1637481600,2021-11-21 03:00,2.7,36.9,0,"{'text': 'Possibilidade de chuva irregular', 'icon': '//cdn.weatherapi.com/weather/64x64/night/122.png', 'code': 1009}",4.7,7.6,177,S,1026.0,30.28,0.0,0.0,67,100,0.6,33.1,0.6,33.1,2.7,36.9,-2.7,27.1,0,0,0,0,10.0,6.0,8.3,13.3,Montreal
1637485200,2021-11-21 04:00,2.6,36.6,0,"{'text': 'Possibilidade de chuva irregular', 'icon': '//cdn.weatherapi.com/weather/64x64/night/122.png', 'code': 1009}",4.5,7.3,186,S,1025.0,30.28,0.0,0.0,68,100,0.5,32.9,0.5,32.9,2.6,36.6,-2.6,27.3,0,3,0,0,10.0,6.0,8.1,13.0,Montreal
1637488800,2021-11-21 05:00,2.4,36.4,0,"{'text': 'Possibilidade de chuva irregular', 'icon': '//cdn.weatherapi.com/weather/64x64/night/122.png', 'code': 1009}",4.4,7.1,194,SSW,1025.0,30.27,0.0,0.0,69,100,0.4,32.7,0.4,32.7,2.4,36.4,-2.6,27.4,0,3,0,0,10.0,6.0,7.8,12.6,Montreal
1637492400,2021-11-21 06:00,2.3,36.1,0,"{'text': 'Possibilidade de chuva irregular', 'icon': '//cdn.weatherapi.com/weather/64x64/night/122.png', 'code': 1009}",4.3,6.8,203,SSW,1025.0,30.26,0.0,0.0,71,100,0.3,32.5,0.3,32.5,2.3,36.1,-2.5,27.5,0,0,0,0,10.0,6.0,7.6,12.2,Montreal
1637496000,2021-11-21 07:00,2.4,36.3,0,"{'text': 'Possibilidade de chuva irregular', 'icon': '//cdn.weatherapi.com/weather/64x64/night/122.png', 'code': 1009}",3.7,6.0,196,SSW,1025.0,30.26,0.0,0.0,73,100,0.7,33.3,0.7,33.3,2.4,36.3,-2.0,28.4,0,3,0,0,10.0,6.0,6.4,10.3,Montreal
1637499600,2021-11-21 08:00,2.4,36.4,1,"{'text': 'Possibilidade de chuva irregular', 'icon': '//cdn.weatherapi.com/weather/64x64/day/122.png', 'code': 1009}",3.2,5.2,189,S,1025.0,30.26,0.0,0.0,75,100,1.2,34.1,1.2,34.1,2.4,36.4,-1.5,29.3,0,3,0,0,10.0,6.0,5.2,8.4,Montreal
1637503200,2021-11-21 09:00,2.5,36.5,1,"{'text': 'Possibilidade de chuva irregular', 'icon': '//cdn.weatherapi.com/weather/64x64/day/122.png', 'code': 1009}",2.7,4.3,183,S,1025.0,30.26,0.0,0.0,78,100,1.6,34.9,1.6,34.9,2.5,36.5,-1.0,30.2,0,0,0,0,10.0,6.0,4.0,6.5,Montreal
1637506800,2021-11-21 10:00,3.5,38.3,1,"{'text': 'Possibilidade de chuva irregular', 'icon': '//cdn.weatherapi.com/weather/64x64/day/122.png', 'code': 1009}",4.4,7.1,174,S,1024.0,30.24,0.0,0.0,74,89,2.0,35.6,2.0,35.6,3.5,38.3,-0.7,30.7,0,3,0,0,10.0,6.0,6.3,10.1,Montreal
1637510400,2021-11-21 11:00,4.5,40.1,1,"{'text': 'Possibilidade de chuva irregular', 'icon': '//cdn.weatherapi.com/weather/64x64/day/119.png', 'code': 1006}",6.1,9.8,166,SSE,1023.0,30.22,0.0,0.0,71,78,2.4,36.3,2.4,36.3,4.5,40.1,-0.4,31.3,0,2,0,0,10.0,6.0,8.5,13.7,Montreal
1637514000,2021-11-21 12:00,5.5,41.9,1,"{'text': 'Possibilidade de chuva irregular', 'icon': '//cdn.weatherapi.com/weather/64x64/day/119.png', 'code': 1006}",7.8,12.6,158,SSE,1023.0,30.21,0.0,0.0,67,68,2.8,37.0,2.8,37.0,5.5,41.9,-0.1,31.8,0,0,0,0,10.0,6.0,10.7,17.3,Montreal
1637517600,2021-11-21 13:00,5.8,42.4,1,"{'text': 'Possibilidade de chuva irregular', 'icon': '//cdn.weatherapi.com/weather/64x64/day/119.png', 'code': 1006}",7.9,12.7,157,SSE,1022.0,30.18,0.0,0.0,67,78,3.1,37.6,3.1,37.6,5.8,42.4,0.2,32.4,0,2,0,0,10.0,6.0,10.8,17.4,Montreal
1637521200,2021-11-21 14:00,6.0,42.9,1,"{'text': 'Possibilidade de chuva irregular', 'icon': '//cdn.weatherapi.com/weather/64x64/day/122.png', 'code': 1009}",8.0,12.8,157,SSE,1021.0,30.15,0.0,0.0,68,89,3.4,38.1,3.4,38.1,6.0,42.9,0.6,33.0,0,3,0,0,10.0,6.0,10.9,17.5,Montreal
1637524800,2021-11-21 15:00,6.3,43.3,1,"{'text': 'Possibilidade de chuva irregular', 'icon': '//cdn.weatherapi.com/weather/64x64/day/122.png', 'code': 1009}",8.1,13.0,156,SSE,1020.0,30.11,0.0,0.0,68,100,3.7,38.7,3.7,38.7,6.3,43.3,0.9,33.6,0,0,0,0,10.0,6.0,11.0,17.6,Montreal
1637528400,2021-11-21 16:00,6.1,42.9,1,"{'text': 'Possibilidade de chuva irregular', 'icon': '//cdn.weatherapi.com/weather/64x64/day/122.png', 'code': 1009}",9.2,14.9,158,SSE,1019.0,30.1,0.0,0.0,74,100,3.1,37.6,3.1,37.6,6.1,42.9,1.8,35.2,0,3,0,0,10.0,6.0,12.8,20.5,Montreal
1637532000,2021-11-21 17:00,5.8,42.5,0,"{'text': 'Possibilidade de chuva irregular', 'icon': '//cdn.weatherapi.com/weather/64x64/night/176.png', 'code': 1063}",10.4,16.8,159,SSE,1019.0,30.08,0.03,0.0,80,100,2.6,36.6,2.6,36.6,5.8,42.5,2.6,36.7,0,21,0,0,10.0,6.0,14.5,23.4,Montreal
1637535600,2021-11-21 18:00,5.6,42.1,0,"{'text': 'Possibilidade de chuva irregular', 'icon': '//cdn.weatherapi.com/weather/64x64/night/176.png', 'code': 1063}",11.6,18.7,161,SSE,1018.0,30.06,0.04,0.0,86,100,2.0,35.6,2.0,35.6,5.6,42.1,3.5,38.3,0,0,0,0,10.0,6.0,16.3,26.3,Montreal
1637539200,2021-11-21 19:00,5.4,41.8,0,"{'text': 'Possibilidade de chuva irregular', 'icon': '//cdn.weatherapi.com/weather/64x64/night/176.png', 'code': 1063}",12.4,19.9,162,SSE,1017.0,30.03,0.02,0.0,87,100,1.6,34.9,1.6,34.9,5.4,41.8,3.4,38.1,0,21,0,0,7.3,4.0,17.6,28.3,Montreal
1637542800,2021-11-21 20:00,5.3,41.5,0,"{'text': 'Possibilidade de chuva irregular', 'icon': '//cdn.weatherapi.com/weather/64x64/night/266.png', 'code': 1153}",13.1,21.1,164,SSE,1016.0,30.01,0.17,0.01,87,100,1.3,34.3,1.3,34.3,5.3,41.5,3.3,37.9,0,51,0,0,4.7,2.0,18.9,30.4,Montreal
1637546400,2021-11-21 21:00,5.1,41.2,0,"{'text': 'Possibilidade de chuva irregular', 'icon': '//cdn.weatherapi.com/weather/64x64/night/266.png', 'code': 1153}",13.9,22.3,166,SSE,1015.0,29.98,0.22,0.01,88,100,0.9,33.6,0.9,33.6,5.1,41.2,3.2,37.8,0,0,0,0,2.0,1.0,20.1,32.4,Montreal
1637550000,2021-11-21 22:00,5.1,41.2,0,"{'text': 'Possibilidade de chuva irregular', 'icon': '//cdn.weatherapi.com/weather/64x64/night/266.png', 'code': 1153}",13.7,22.1,169,S,1013.0,29.93,0.11,0.0,88,100,1.0,33.7,1.0,33.7,5.1,41.2,3.3,37.9,0,51,0,0,2.0,1.0,20.1,32.4,Montreal
1637553600,2021-11-21 23:00,5.2,41.3,0,"{'text': 'Possibilidade de chuva irregular', 'icon': '//cdn.weatherapi.com/weather/64x64/night/266.png', 'code': 1153}",13.6,21.8,173,S,1012.0,29.87,0.17,0.01,88,100,1.0,33.9,1.0,33.9,5.2,41.3,3.3,38.0,0,51,0,0,2.0,1.0,20.1,32.4,Montreal
1637557200,2021-11-22 00:00,5.2,41.4,0,"{'text': 'Chuvisco', 'icon': '//cdn.weatherapi.com/weather/64x64/night/266.png', 'code': 1153}",13.4,21.6,177,S,1010.0,29.82,0.22,0.01,88,100,1.1,34.0,1.1,34.0,5.2,41.4,3.4,38.1,0,0,0,0,2.0,1.0,20.1,32.4,Montreal
1637560800,2021-11-22 01:00,5.2,41.3,0,"{'text': 'Chuvisco', 'icon': '//cdn.weatherapi.com/weather/64x64/night/266.png', 'code': 1153}",12.6,20.3,181,S,1009.0,29.8,0.11,0.0,90,100,1.2,34.2,1.2,34.2,5.2,41.3,3.6,38.5,0,51,0,0,2.0,1.0,18.8,30.2,Montreal
1637564400,2021-11-22 02:00,5.1,41.2,0,"{'text': 'Chuvisco', 'icon': '//cdn.weatherapi.com/weather/64x64/night/266.png', 'code': 1153}",11.8,19.0,185,S,1008.0,29.77,0.23,0.01,91,100,1.4,34.5,1.4,34.5,5.1,41.2,3.8,38.8,0,51,0,0,2.0,1.0,17.4,28.1,Montreal
1637568000,2021-11-22 03:00,5.1,41.2,0,"{'text': 'Chuvisco', 'icon': '//cdn.weatherapi.com/weather/64x64/night/266.png', 'code': 1153}",11.0,17.6,189,S,1007.0,29.74,0.31,0.01,92,100,1.5,34.7,1.5,34.7,5.1,41.2,4.0,39.2,0,0,0,0,2.0,1.0,16.1,25.9,Montreal
1637571600,2021-11-22 04:00,5.1,41.2,0,"{'text': 'Chuvisco', 'icon': '//cdn.weatherapi.com/weather/64x64/night/266.png', 'code': 1153}",10.1,16.3,185,S,1006.0,29.72,0.16,0.01,92,100,1.7,35.1,1.7,35.1,5.1,41.2,4.0,39.2,0,51,0,0,2.0,1.0,14.9,24.0,Montreal
1637575200,2021-11-22 05:00,5.1,41.2,0,"{'text': 'Chuvisco', 'icon': '//cdn.weatherapi.com/weather/64x64/night/266.png', 'code': 1153}",9.3,15.0,181,S,1005.0,29.69,0.17,0.01,92,100,1.9,35.4,1.9,35.4,5.1,41.2,4.0,39.2,0,51,0,0,2.0,1.0,13.7,22.1,Montreal
1637578800,2021-11-22 06:00,5.1,41.2,0,"{'text': 'Chuvisco', 'icon': '//cdn.weatherapi.com/weather/64x64/night/266.png', 'code': 1153}",8.5,13.7,177,S,1004.0,29.66,0.22,0.01,93,100,2.1,35.8,2.1,35.8,5.1,41.2,4.0,39.2,0,0,0,0,2.0,1.0,12.5,20.2,Montreal
1637582400,2021-11-22 07:00,5.3,41.6,0,"{'text': 'Chuvisco', 'icon': '//cdn.weatherapi.com/weather/64x64/night/266.png', 'code': 1153}",9.8,15.8,180,S,1004.0,29.65,0.11,0.0,91,100,2.1,35.8,2.1,35.8,5.3,41.6,4.0,39.1,0,51,0,0,4.7,2.0,14.7,23.6,Montreal
1637586000,2021-11-22 08:00,5.6,42.0,1,"{'text': 'Chuvisco', 'icon': '//cdn.weatherapi.com/weather/64x64/day/176.png', 'code': 1063}",11.2,18.0,182,S,1003.0,29.63,0.03,0.0,89,100,2.1,35.8,2.1,35.8,5.6,42.0,3.9,39.1,0,21,0,0,7.3,4.0,16.9,27.1,Montreal
1637589600,2021-11-22 09:00,5.8,42.4,1,"{'text': 'Chuvisco', 'icon': '//cdn.weatherapi.com/weather/64x64/day/176.png', 'code': 1063}",12.5,20.2,185,S,1003.0,29.62,0.04,0.0,88,100,2.1,35.8,2.1,35.8,5.8,42.4,3.9,39.0,0,0,0,0,10.0,6.0,19.0,30.6,Montreal
1637593200,2021-11-22 10:00,5.9,42.6,1,"{'text': 'Chuvisco', 'icon': '//cdn.weatherapi.com/weather/64x64/day/176.png', 'code': 1063}",14.8,23.8,205,SSW,1004.0,29.63,0.02,0.0,79,90,1.8,35.3,1.8,35.3,5.9,42.6,2.4,36.3,0,21,0,0,10.0,6.0,20.1,32.3,Montreal
1637596800,2021-11-22 11:00,5.9,42.7,1,"{'text': 'Chuvisco', 'icon': '//cdn.weatherapi.com/weather/64x64/day/176.png', 'code': 1063}",17.0,27.4,225,SW,1004.0,29.65,0.1,0.0,71,81,1.6,34.8,1.6,34.8,5.9,42.7,0.9,33.6,0,21,0,0,10.0,6.0,21.1,34.0,Montreal
1637600400,2021-11-22 12:00,6.0,42.8,1,"{'text': 'Chuvisco', 'icon': '//cdn.weatherapi.com/weather/64x64/day/176.png', 'code': 1063}",19.2,31.0,245,WSW,1005.0,29.67,0.13,0.01,62,71,1.3,34.3,1.3,34.3,6.0,42.8,-0.6,30.9,0,0,0,0,10.0,6.0,22.1,35.6,Montreal
1637604000,2021-11-22 13:00,5.5,41.9,1,"{'text': 'Chuvisco', 'icon': '//cdn.weatherapi.com/weather/64x64/day/176.png', 'code': 1063}",18.5,29.8,242,WSW,1005.0,29.67,0.07,0.0,58,65,0.7,33.3,0.7,33.3,5.5,41.9,-2.2,28.0,0,21,0,0,10.0,6.0,21.3,34.2,Montreal
1637607600,2021-11-22 14:00,5.0,41.0,1,"{'text': 'Chuvisco', 'icon': '//cdn.weatherapi.com/weather/64x64/day/116.png', 'code': 1003}",17.7,28.6,238,WSW,1005.0,29.68,0.0,0.0,53,59,0.2,32.3,0.2,32.3,5.0,41.0,-3.9,25.0,0,1,0,0,10.0,6.0,20.4,32.8,Montreal
1637611200,2021-11-22 15:00,4.5,40.1,1,"{'text': 'Chuvisco', 'icon': '//cdn.weatherapi.com/weather/64x64/day/116.png', 'code': 1003}",17.0,27.4,235,SW,1005.0,29.69,0.0,0.0,48,53,-0.4,31.3,-0.4,31.3,4.5,40.1,-5.5,22.1,0,0,0,0,10.0,6.0,19.5,31.3,Montreal
1637614800,2021-11-22 16:00,3.5,38.4,1,"{'text': 'Chuvisco', 'icon': '//cdn.weatherapi.com/weather/64x64/day/116.png', 'code': 1003}",16.5,26.5,243,WSW,1006.0,29.7,0.0,0.0,59,57,-1.5,29.2,-1.5,29.2,3.5,38.4,-4.0,24.7,0,1,0,0,10.0,6.0,18.9,30.5,Montreal
1637618400,2021-11-22 17:00,2.6,36.6,0,"{'text': 'Chuvisco', 'icon': '//cdn.weatherapi.com/weather/64x64/night/119.png', 'code': 1006}",16.0,25.7,251,WSW,1006.0,29.71,0.0,0.0,71,61,-2.7,27.2,-2.7,27.2,2.6,36.6,-2.6,27.4,0,2,0,0,10.0,6.0,18.4,29.6,Montreal
1637622000,2021-11-22 18:00,1.6,34.9,0,"{'text': 'Chuvisco', 'icon': '//cdn.weatherapi.com/weather/64x64/night/119.png', 'code': 1006}",15.4,24.8,259,W,1007.0,29.72,0.0,0.0,82,65,-3.8,25.2,-3.8,25.2,1.6,34.9,-1.1,30.0,0,0,0,0,10.0,6.0,17.9,28.8,Montreal
1637625600,2021-11-22 19:00,0.7,33.3,0,"{'text': 'Chuvisco', 'icon': '//cdn.weatherapi.com/weather/64x64/night/119.png', 'code': 1006}",15.1,24.4,263,W,1007.0,29.75,0.0,0.0,75,49,-4.9,23.2,-4.9,23.2,0.7,33.3,-3.3,26.1,0,2,0,0,10.0,6.0,18.1,29.2,Montreal
1637629200,2021-11-22 20:00,-0.2,31.6,0,"{'text': 'Chuvisco', 'icon': '//cdn.weatherapi.com/weather/64x64/night/113.png', 'code': 1000}",14.8,23.9,267,W,1008.0,29.78,0.0,0.0,68,33,-6.0,21.2,-6.0,21.2,-0.2,31.6,-5.4,22.2,0,0,0,0,10.0,6.0,18.3,29.5,Montreal
1637632800,2021-11-22 21:00,-1.1,30.0,0,"{'text': 'Chuvisco', 'icon': '//cdn.weatherapi.com/weather/64x64/night/113.png', 'code': 1000}",14.5,23.4,271,W,1009.0,29.8,0.0,0.0,61,17,-7.1,19.2,-7.1,19.2,-1.1,30.0,-7.6,18.3,0,0,0,0,10.0,6.0,18.6,29.9,Montreal
1637636400,2021-11-22 22:00,-1.1,30.0,0,"{'text': 'Chuvisco', 'icon': '//cdn.weatherapi.com/weather/64x64/night/113.png', 'code': 1000}",12.5,20.2,280,W,1011.0,29.85,0.0,0.0,60,16,-6.6,20.1,-6.6,20.1,-1.1,30.0,-7.8,17.9,0,0,0,0,10.0,6.0,16.3,26.2,Montreal
1637640000,2021-11-22 23:00,-1.2,29.9,0,"{'text': 'Chuvisco', 'icon': '//cdn.weatherapi.com/weather/64x64/night/113.png', 'code': 1000}",10.5,16.9,289,WNW,1012.0,29.9,0.0,0.0,59,15,-6.1,21.0,-6.1,21.0,-1.2,29.9,-8.1,17.5,0,0,0,0,10.0,6.0,13.9,22.4,Montreal
1637643600,2021-11-23 00:00,-1.2,29.8,0,"{'text': 'Encoberto', 'icon': '//cdn.weatherapi.com/weather/64x64/night/113.png', 'code': 1000}",8.5,13.7,297,WNW,1014.0,29.94,0.0,0.0,58,14,-5.6,21.9,-5.6,21.9,-1.2,29.8,-8.3,17.1,0,0,0,0,10.0,6.0,11.6,18.7,Montreal
1637647200,2021-11-23 01:00,-1.4,29.5,0,"{'text': 'Encoberto', 'icon': '//cdn.weatherapi.com/weather/64x64/night/113.png', 'code': 1000}",8.6,13.8,295,WNW,1014.0,29.95,0.0,0.0,57,21,-5.9,21.4,-5.9,21.4,-1.4,29.5,-8.8,16.2,0,0,0,0,10.0,6.0,11.6,18.7,Montreal
1637650800,2021-11-23 02:00,-1.6,29.1,0,"{'text': 'Encoberto', 'icon': '//cdn.weatherapi.com/weather/64x64/night/116.png', 'code': 1003}",8.6,13.9,293,WNW,1015.0,29.96,0.0,0.0,56,28,-6.1,21.0,-6.1,21.0,-1.6,29.1,-9.3,15.3,0,1,0,0,10.0,6.0,11.6,18.7,Montreal
1637654400,2021-11-23 03:00,-1.8,28.8,0,"{'text': 'Encoberto', 'icon': '//cdn.weatherapi.com/weather/64x64/night/116.png', 'code': 1003}",8.7,14.0,290,WNW,1015.0,29.98,0.0,0.0,54,35,-6.4,20.5,-6.4,20.5,-1.8,28.8,-9.8,14.4,0,0,0,0,10.0,6.0,11.6,18.7,Montreal
1637658000,2021-11-23 04:00,-1.8,28.7,0,"{'text': 'Encoberto', 'icon': '//cdn.weatherapi.com/weather/64x64/night/116.png', 'code': 1003}",8.9,14.4,290,WNW,1016.0,29.99,0.0,0.0,54,37,-6.5,20.2,-6.5,20.2,-1.8,28.7,-9.8,14.4,0,1,0,0,10.0,6.0,11.9,19.1,Montreal
1637661600,2021-11-23 05:00,-1.9,28.6,0,"{'text': 'Encoberto', 'icon': '//cdn.weatherapi.com/weather/64x64/night/116.png', 'code': 1003}",9.2,14.8,291,WNW,1016.0,30.0,0.0,0.0,54,38,-6.7,20.0,-6.7,20.0,-1.9,28.6,-9.8,14.4,0,1,0,0,10.0,6.0,12.1,19.4,Montreal
1637665200,2021-11-23 06:00,-1.9,28.6,0,"{'text': 'Encoberto', 'icon': '//cdn.weatherapi.com/weather/64x64/night/116.png', 'code': 1003}",9.4,15.1,291,WNW,1016.0,30.01,0.0,0.0,55,40,-6.8,19.8,-6.8,19.8,-1.9,28.6,-9.8,14.4,0,0,0,0,10.0,6.0,12.3,19.8,Montreal
1637668800,2021-11-23 07:00,-2.0,28.5,0,"{'text': 'Encoberto', 'icon': '//cdn.weatherapi.com/weather/64x64/night/116.png', 'code': 1003}",9.5,15.2,293,WNW,1017.0,30.03,0.0,0.0,54,43,-6.9,19.6,-6.9,19.6,-2.0,28.5,-9.9,14.2,0,1,0,0,10.0,6.0,12.3,19.8,Montreal
1637672400,2021-11-23 08:00,-2.0,28.3,1,"{'text': 'Encoberto', 'icon': '//cdn.weatherapi.com/weather/64x64/day/116.png', 'code': 1003}",9.5,15.4,295,WNW,1017.0,30.04,0.0,0.0,54,47,-7.0,19.4,-7.0,19.4,-2.0,28.3,-10.0,14.0,0,1,0,0,10.0,6.0,12.3,19.8,Montreal
1637676000,2021-11-23 09:00,-2.1,28.2,1,"{'text': 'Encoberto', 'icon': '//cdn.weatherapi.com/weather/64x64/day/116.png', 'code': 1003}",9.6,15.5,298,WNW,1018.0,30.05,0.0,0.0,54,50,-7.1,19.2,-7.1,19.2,-2.1,28.2,-10.1,13.8,0,0,0,0,10.0,6.0,12.3,19.8,Montreal
1637679600,2021-11-23 10:00,-1.4,29.4,1,"{'text': 'Encoberto', 'icon': '//cdn.weatherapi.com/weather/64x64/day/116.png', 'code': 1003}",9.8,15.8,302,WNW,1018.0,30.07,0.0,0.0,51,67,-6.3,20.6,-6.3,20.6,-1.4,29.4,-10.3,13.5,0,1,0,0,10.0,6.0,12.2,19.6,Montreal
1637683200,2021-11-23 11:00,-0.8,30.6,1,"{'text': 'Encoberto', 'icon': '//cdn.weatherapi.com/weather/64x64/day/122.png', 'code': 1009}",10.1,16.2,307,NW,1019.0,30.08,0.0,0.0,48,83,-5.6,22.0,-5.6,22.0,-0.8,30.6,-10.4,13.2,0,3,0,0,10.0,6.0,12.0,19.3,Montreal
1637686800,2021-11-23 12:00,-0.1,31.8,1,"{'text': 'Encoberto', 'icon': '//cdn.weatherapi.com/weather/64x64/day/122.png', 'code': 1009}",10.3,16.6,311,NW,1019.0,30.09,0.0,0.0,45,100,-4.8,23.4,-4.8,23.4,-0.1,31.8,-10.6,12.9,0,0,0,0,10.0,6.0,11.9,19.1,Montreal
1637690400,2021-11-23 13:00,0.3,32.6,1,"{'text': 'Encoberto', 'icon': '//cdn.weatherapi.com/weather/64x64/day/122.png', 'code': 1009}",10.3,16.6,311,NW,1019.0,30.09,0.0,0.0,43,100,-4.3,24.3,-4.3,24.3,0.3,32.6,-10.6,12.9,0,3,0,0,10.0,6.0,11.9,19.2,Montreal
1637694000,2021-11-23 14:00,0.8,33.4,1,"{'text': 'Encoberto', 'icon': '//cdn.weatherapi.com/weather/64x64/day/122.png', 'code': 1009}",10.3,16.6,310,NW,1019.0,30.09,0.0,0.0,42,100,-3.7,25.3,-3.7,25.3,0.8,33.4,-10.7,12.8,0,3,0,0,10.0,6.0,12.0,19.3,Montreal
1637697600,2021-11-23 15:00,1.2,34.2,1,"{'text': 'Encoberto', 'icon': '//cdn.weatherapi.com/weather/64x64/day/122.png', 'code': 1009}",10.3,16.6,310,NW,1019.0,30.09,0.0,0.0,40,100,-3.2,26.2,-3.2,26.2,1.2,34.2,-10.7,12.7,0,0,0,0,10.0,6.0,12.1,19.4,Montreal
1637701200,2021-11-23 16:00,0.7,33.2,1,"{'text': 'Encoberto', 'icon': '//cdn.weatherapi.com/weather/64x64/day/122.png', 'code': 1009}",9.2,14.8,308,NW,1020.0,30.11,0.0,0.0,42,75,-3.5,25.7,-3.5,25.7,0.7,33.2,-10.6,12.9,0,3,0,0,10.0,6.0,11.6,18.6,Montreal
1637704800,2021-11-23 17:00,0.1,32.2,0,"{'text': 'Encoberto', 'icon': '//cdn.weatherapi.com/weather/64x64/night/116.png', 'code': 1003}",8.1,13.0,306,NW,1020.0,30.13,0.0,0.0,44,50,-3.8,25.2,-3.8,25.2,0.1,32.2,-10.5,13.1,0,1,0,0,10.0,6.0,11.0,17.8,Montreal
1637708400,2021-11-23 18:00,-0.4,31.3,0,"{'text': 'Encoberto', 'icon': '//cdn.weatherapi.com/weather/64x64/night/116.png', 'code': 1003}",6.9,11.2,303,WNW,1021.0,30.15,0.0,0.0,46,26,-4.1,24.6,-4.1,24.6,-0.4,31.3,-10.4,13.3,0,0,0,0,10.0,6.0,10.5,16.9,Montreal
1637712000,2021-11-23 19:00,-0.6,30.9,0,"{'text': 'Encoberto', 'icon': '//cdn.weatherapi.com/weather/64x64/night/116.png', 'code': 1003}",6.5,10.4,300,WNW,1022.0,30.18,0.0,0.0,48,18,-4.1,24.6,-4.1,24.6,-0.6,30.9,-10.2,13.6,0,1,0,0,10.0,6.0,9.8,15.8,Montreal
1637715600,2021-11-23 20:00,-0.8,30.6,0,"{'text': 'Encoberto', 'icon': '//cdn.weatherapi.com/weather/64x64/night/113.png', 'code': 1000}",6.0,9.7,296,WNW,1023.0,30.2,0.0,0.0,50,10,-4.2,24.5,-4.2,24.5,-0.8,30.6,-10.0,14.0,0,0,0,0,10.0,6.0,9.2,14.8,Montreal
1637719200,2021-11-23 21:00,-1.0,30.2,0,"{'text': 'Encoberto', 'icon': '//cdn.weatherapi.com/weather/64x64/night/113.png', 'code': 1000}",5.6,9.0,292,WNW,1023.0,30.22,0.0,0.0,51,2,-4.2,24.4,-4.2,24.4,-1.0,30.2,-9.8,14.4,0,0,0,0,10.0,6.0,8.5,13.7,Montreal
1637722800,2021-11-23 22:00,-1.2,29.9,0,"{'text': 'Encoberto', 'icon': '//cdn.weatherapi.com/weather/64x64/night/113.png', 'code': 1000}",5.7,9.1,302,WNW,1023.0,30.22,0.0,0.0,52,2,-4.4,24.0,-4.4,24.0,-1.2,29.9,-9.8,14.4,0,0,0,0,10.0,6.0,8.5,13.7,Montreal
1637726400,2021-11-23 23:00,-1.3,29.6,0,"{'text': 'Encoberto', 'icon': '//cdn.weatherapi.com/weather/64x64/night/113.png', 'code': 1000}",5.7,9.2,311,NW,1023.0,30.22,0.0,0.0,52,1,-4.7,23.6,-4.7,23.6,-1.3,29.6,-9.8,14.4,0,0,0,0,10.0,6.0,8.5,13.7,Montreal
1637730000,2021-11-24 00:00,-1.5,29.3,0,"{'text': 'Céu limpo', 'icon': '//cdn.weatherapi.com/weather/64x64/night/113.png', 'code': 1000}",5.8,9.4,321,NW,1023.0,30.21,0.0,0.0,53,0,-4.9,23.2,-4.9,23.2,-1.5,29.3,-9.8,14.4,0,0,0,0,10.0,6.0,8.5,13.7,Montreal
1637733600,2021-11-24 01:00,-1.6,29.1,0,"{'text': 'Céu limpo', 'icon': '//cdn.weatherapi.com/weather/64x64/night/113.png', 'code': 1000}",5.4,8.8,323,NW,1024.0,30.23,0.0,0.0,53,3,-4.9,23.2,-4.9,23.2,-1.6,29.1,-10.0,14.0,0,0,0,0,10.0,6.0,7.9,12.7,Montreal
1637737200,2021-11-24 02:00,-1.8,28.8,0,"{'text': 'Céu limpo', 'icon': '//cdn.weatherapi.com/weather/64x64/night/113.png', 'code': 1000}",5.1,8.2,326,NNW,1024.0,30.24,0.0,0.0,52,5,-4.8,23.3,-4.8,23.3,-1.8,28.8,-10.2,13.6,0,0,0,0,10.0,6.0,7.3,11.8,Montreal
1637740800,2021-11-24 03:00,-1.9,28.6,0,"{'text': 'Céu limpo', 'icon': '//cdn.weatherapi.com/weather/64x64/night/113.png', 'code': 1000}",4.7,7.6,328,NNW,1025.0,30.26,0.0,0.0,52,8,-4.8,23.4,-4.8,23.4,-1.9,28.6,-10.4,13.3,0,0,0,0,10.0,6.0,6.7,10.8,Montreal
1637744400,2021-11-24 04:00,-1.9,28.5,0,"{'text': 'Céu limpo', 'icon': '//cdn.weatherapi.com/weather/64x64/night/113.png', 'code': 1000}",4.3,6.8,320,NW,1025.0,30.28,0.0,0.0,52,6,-4.5,23.8,-4.5,23.8,-1.9,28.5,-10.5,13.0,0,0,0,0,10.0,6.0,6.1,9.8,Montreal
